name,MR_all,MR_day,MR_night,source_day_images,source_night_images,support_thr,unique_factor,dense_unique_factor,duplicate_iou,duplicate_factor,support_boost,boost_thr,dense_count,density_radius,center_weight
calibrated,0.06840595581555016,0.07429094695418424,0.04275747906380702,1599,653,0.35,0.65,0.55,0.45,0.38,0.0,0.45,3,1.25,0.35
